,track_n,track_title,album_name,lyric,lyric2
86,7,I Wish You Would,1989 (Deluxe),it car window pas street memory start say it past drive straight ahead thinking hate cause still know never said wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would it room headlight pas window pane think crooked love straight line make want run hide make turn right back around wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish go back remember fighting wish knew miss much mad anymore wish right right it good wish would wish wish wish wish wish wish always knew push button give everything nothing mad mad love make come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish wish see face hear voice dark crooked love straight line make wanna run hide made u turn right back around wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish go back remember fighting wish knew miss much mad anymore wish right right it good wish would wish wish always knew push button give everything nothing mad mad love make come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish would wish wish wish wish wish wish wish would,it car window pas street memory start say it past drive straight ahead thinking hate cause still know never said wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would it room headlight pas window pane think crooked love straight line make want run hide make turn right back around wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish go back remember fighting wish knew miss much mad anymore wish right right it good wish would wish wish wish wish wish wish always knew push button give everything nothing mad mad love make come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish wish see face hear voice dark crooked love straight line make wanna run hide made u turn right back around wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish would come back wish never hung phone like wish knew never forget a long a live wish right right it good wish would wish go back remember fighting wish knew miss much mad anymore wish right right it good wish would wish wish always knew push button give everything nothing mad mad love make come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish would wish wish wish wish wish wish wish would
87,8,Bad Blood,1989 (Deluxe),cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey wa thinking trusted ruin wa shiny it rusted hit weak baby breathe rub deep salt wound like laughing right it sad think good time cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey think wed fine still got scar back knife think it past kind wound last last think thing catch time heal coming way it sad think good time cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey bandaids fix bullet hole say sorry show live like live ghost bandaids fix bullet hole say sorry show live like live ghost love like blood run cold cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve think solve made really deep cut baby weve got bad blood hey cause baby weve got bad blood know used mad love take look done look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey,cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey wa thinking trusted ruin wa shiny it rusted hit weak baby breathe rub deep salt wound like laughing right it sad think good time cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey think wed fine still got scar back knife think it past kind wound last last think thing catch time heal coming way it sad think good time cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey bandaids fix bullet hole say sorry show live like live ghost bandaids fix bullet hole say sorry show live like live ghost love like blood run cold cause baby weve got bad blood know used mad love take look done cause baby weve got bad blood hey weve got problem think solve think solve made really deep cut baby weve got bad blood hey cause baby weve got bad blood know used mad love take look done look done cause baby weve got bad blood hey weve got problem think solve made really deep cut baby weve got bad blood hey
88,9,Wildest Dreams,1989 (Deluxe),said let get town drive city away crowd thought heaven help nothing last forever gonna take he tall handsome a hell he bad doe well see end a begin one condition say remember standin nice dress starin sunset babe red lip rosy cheek say see even it wildest dream wildest dream said one ha know hand hair clothes room voice familiar sound nothin last forever gettin good he tall handsome a hell he bad doe well weve last kiss last request say remember standin nice dress starin sunset babe red lip rosy cheek say see even it wildest dream wildest dream see hindsight tangled night burnin someday leave bet memory follow around see hindsight tangled night burnin burnin someday leave bet memory follow follow around follow around say remember standing nice dress starin sunset babe red lip rosy cheek say see even it pretend say remember standin nice dress starin sunset babe red lip rosy cheek say see even it pretend pretend wildest dream wildest dream even it wildest dream wildest dream,said let get town drive city away crowd thought heaven help nothing last forever gonna take he tall handsome a hell he bad doe well see end a begin one condition say remember standin nice dress starin sunset babe red lip rosy cheek say see even it wildest dream wildest dream said one ha know hand hair clothes room voice familiar sound nothin last forever gettin good he tall handsome a hell he bad doe well weve last kiss last request say remember standin nice dress starin sunset babe red lip rosy cheek say see even it wildest dream wildest dream see hindsight tangled night burnin someday leave bet memory follow around see hindsight tangled night burnin burnin someday leave bet memory follow follow around follow around say remember standing nice dress starin sunset babe red lip rosy cheek say see even it pretend say remember standin nice dress starin sunset babe red lip rosy cheek say see even it pretend pretend wildest dream wildest dream even it wildest dream wildest dream
89,10,How You Get the Girl,1989 (Deluxe),stand like ghost shaking rain rain shell open door say insane say it long six month afraid tell want want work get girl say want worse better would wait forever ever broke heart put back together would wait forever ever work get girl girl work get girl girl remind used picture frame kiss cheek cheek tell must lost mind oohooh left alone never told work lost girl say want worse better would wait forever ever ever ever broke heart put back together would wait forever ever work get girl girl work get girl girl know want go remind used picture frame kiss cheek say want say want worse better worse better would wait forever ever ever ever broke heart put back together want forever ever would wait forever ever work get girl girl work work get girl girl get girl work work get girl girl work get girl girl work got girl,stand like ghost shaking rain rain shell open door say insane say it long six month afraid tell want want work get girl say want worse better would wait forever ever broke heart put back together would wait forever ever work get girl girl work get girl girl remind used picture frame kiss cheek cheek tell must lost mind oohooh left alone never told work lost girl say want worse better would wait forever ever ever ever broke heart put back together would wait forever ever work get girl girl work get girl girl know want go remind used picture frame kiss cheek say want say want worse better worse better would wait forever ever ever ever broke heart put back together want forever ever would wait forever ever work get girl girl work work get girl girl get girl work work get girl girl work get girl girl work got girl
90,11,This Love,1989 (Deluxe),clear blue water high tide came brought go sky grew darker current swept gone gone gone gone silent scream wildest dream never dreamed love good love bad love alive back dead hand let go free love came back tossing turning struggled night someone new go lantern burning flickered mind still gone gone gone losing grip sinking ship showed time love good love bad love alive back dead hand let go free love came back love left permanent mark love glowing dark hand let go free love came back love love love love love love love love love love love love love love love love kiss cheek watched leave smile ghost fell knee young run come back need love good love bad love alive back dead hand let go free love came back love love left permanent mark love love glowing dark love hand let go free love love came back love love love love love love love love love love love love love love came back,clear blue water high tide came brought go sky grew darker current swept gone gone gone gone silent scream wildest dream never dreamed love good love bad love alive back dead hand let go free love came back tossing turning struggled night someone new go lantern burning flickered mind still gone gone gone losing grip sinking ship showed time love good love bad love alive back dead hand let go free love came back love left permanent mark love glowing dark hand let go free love came back love love love love love love love love love love love love love love love love kiss cheek watched leave smile ghost fell knee young run come back need love good love bad love alive back dead hand let go free love came back love love left permanent mark love love glowing dark love hand let go free love love came back love love love love love love love love love love love love love love came back
91,12,I Know Places,1989 (Deluxe),stand hand waistline it scene plain sight hear whisper a pas it bad sign bad sign something happens everybody find see vulture circling dark cloud love fragile little flame burn burn cause got cage got box gun hunter fox run baby know place found chasing tail trying track u cause know place hide know place know place light flash well run fence let say want hear loose lip sink ship damn time time grab hand ever drop love hunter fox run baby know place found chasing tail trying track u cause know place hide know place hunter fox run grab hand ever drop love baby know place found chasing tail trying track u cause know place hide know place take shot bulletproof know place know it always know place dead night eye green know place know it always know place,stand hand waistline it scene plain sight hear whisper a pas it bad sign bad sign something happens everybody find see vulture circling dark cloud love fragile little flame burn burn cause got cage got box gun hunter fox run baby know place found chasing tail trying track u cause know place hide know place know place light flash well run fence let say want hear loose lip sink ship damn time time grab hand ever drop love hunter fox run baby know place found chasing tail trying track u cause know place hide know place hunter fox run grab hand ever drop love baby know place found chasing tail trying track u cause know place hide know place take shot bulletproof know place know it always know place dead night eye green know place know it always know place
92,13,Clean,1989 (Deluxe),drought wa worst flower wed grown together died thirst wa month month back forth still like winestained dress wear anymore hung head a lost war sky turned black like perfect storm rain came pouring wa drowning finally breathe morning gone wa trace think finally clean wa nothing left butterfly turned dust covered whole room punched hole roof let flood carry away picture water filled lung screamed loud one heard thing rain came pouring wa drowning finally breathe morning gone wa trace think finally clean think finally clean said think finally clean ten month sober must admit clean mean miss ten month older give clean never gonna risk drought wa worst flower wed grown together died thirst rain came pouring wa drowning finally breathe morning gone wa trace think finally clean rain came pouring wa drowning finally breathe morning gone wa trace think finally clean finally clean think finally clean think finally clean,drought wa worst flower wed grown together died thirst wa month month back forth still like winestained dress wear anymore hung head a lost war sky turned black like perfect storm rain came pouring wa drowning finally breathe morning gone wa trace think finally clean wa nothing left butterfly turned dust covered whole room punched hole roof let flood carry away picture water filled lung screamed loud one heard thing rain came pouring wa drowning finally breathe morning gone wa trace think finally clean think finally clean said think finally clean ten month sober must admit clean mean miss ten month older give clean never gonna risk drought wa worst flower wed grown together died thirst rain came pouring wa drowning finally breathe morning gone wa trace think finally clean rain came pouring wa drowning finally breathe morning gone wa trace think finally clean finally clean think finally clean think finally clean
93,14,Wonderland,1989 (Deluxe),flashing light took wrong turn fell rabbit hole held tight cause nothing a seems spinning control tell u rush thing flash green eye havent heard becomes curious mind seem new exciting felt arm twistin around slept one eye open night found wonderland got lost pretended last forever found wonderland got lost life wa never worse never better wonderland wonderland wonderland wonderland went way love think straight alone seemed stranger watching whisper turned talking talking turned scream tell u rush thing flash green eye calm fear cheshire cat smile seem new exciting felt arm twistin around it fun game til somebody loses mind darlin found wonderland got lost pretended last forever found wonderland got lost life wa never worse never better wonderland wonderland wonderland wonderland reached gone knew go back home searched world something else make feel like end wonderland went mad found wonderland got lost pretended last forever last forever found wonderland got lost got lost life wa never worse never better never better found wonderland got lost pretended last forever wonderland found wonderland got lost life wa never worse never better wonderland,flashing light took wrong turn fell rabbit hole held tight cause nothing a seems spinning control tell u rush thing flash green eye havent heard becomes curious mind seem new exciting felt arm twistin around slept one eye open night found wonderland got lost pretended last forever found wonderland got lost life wa never worse never better wonderland wonderland wonderland wonderland went way love think straight alone seemed stranger watching whisper turned talking talking turned scream tell u rush thing flash green eye calm fear cheshire cat smile seem new exciting felt arm twistin around it fun game til somebody loses mind darlin found wonderland got lost pretended last forever found wonderland got lost life wa never worse never better wonderland wonderland wonderland wonderland reached gone knew go back home searched world something else make feel like end wonderland went mad found wonderland got lost pretended last forever last forever found wonderland got lost got lost life wa never worse never better never better found wonderland got lost pretended last forever wonderland found wonderland got lost life wa never worse never better wonderland
94,15,You Are in Love,1989 (Deluxe),one look dark room meant time moved fast play back button coat lighthearted joke proof much saw enough small talk drive coffee midnight light reflects chain neck say look shoulder brush proof one touch felt enough hear silence silence silence silence feel way home way home way home way home see light light light light love true love love morning place burnt toast sunday keep shirt keep word let go fear ghost one step much said enough kiss sidewalk fight talk one night wake strange look face pause say best friend knew wa love hear silence silence silence silence feel way home way home way home way home see light light light light love true love go two dancing snow globe round round keep picture office downtown understand lost mind fought war spent whole life trying put word cause hear silence feel way home see light love true love love hear silence silence silence silence feel way home way home way home way home see light light light light love true love love hear silence silence silence silence feel way home way home way home way home see light light light light love true love love,one look dark room meant time moved fast play back button coat lighthearted joke proof much saw enough small talk drive coffee midnight light reflects chain neck say look shoulder brush proof one touch felt enough hear silence silence silence silence feel way home way home way home way home see light light light light love true love love morning place burnt toast sunday keep shirt keep word let go fear ghost one step much said enough kiss sidewalk fight talk one night wake strange look face pause say best friend knew wa love hear silence silence silence silence feel way home way home way home way home see light light light light love true love go two dancing snow globe round round keep picture office downtown understand lost mind fought war spent whole life trying put word cause hear silence feel way home see light love true love love hear silence silence silence silence feel way home way home way home way home see light light light light love true love love hear silence silence silence silence feel way home way home way home way home see light light light light love true love love
95,16,New Romantics,1989 (Deluxe),bored tired everything wait train coming show different scarlet letter trust mine better young road ruin play dumb know exactly cry tear mascara bathroom honey life classroom cause baby build castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free light noise blinding hang back it timing it poker see face play ace ahh need love want danger team switch side like record changer rumor terrible cruel honey true joeboy sip alcohol official lyric meaning verified cause baby build castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free come come along best people life free please take hand please take dancing please leave stranded it romantic it romantic cause baby build castle brick threw every day like battle every night u like dream cause baby build castle castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free,bored tired everything wait train coming show different scarlet letter trust mine better young road ruin play dumb know exactly cry tear mascara bathroom honey life classroom cause baby build castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free light noise blinding hang back it timing it poker see face play ace ahh need love want danger team switch side like record changer rumor terrible cruel honey true joeboy sip alcohol official lyric meaning verified cause baby build castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free come come along best people life free please take hand please take dancing please leave stranded it romantic it romantic cause baby build castle brick threw every day like battle every night u like dream cause baby build castle castle brick threw every day like battle every night u like dream baby new romantic come come along heartbreak national anthem sing proudly busy dancing get knocked foot baby new romantic best people life free
96,1,...Ready for It?,reputation,knew wa killer first time saw wondered many girl loved left haunted he ghost phantom holdin ransom boy tryin hard try though younger ex act like man see nothing better keep forever like vendettata see go touch never alone iisland breeze light low one ha know middle night dream see thing baby middle night dream know gonna take time ready knew wa robber first time saw stealing heart running never sayin sorry thief join heist well move island jailer burton taylor every love known comparison failure forget name tame never joeboy sip alcohol official lyric meaning verified see go touch never alone iisland breeze light low one ha know one ha know middle night dream see thing baby middle night dream know gonna take time ready ready baby let game begin let game begin let game begin baby let game begin let game begin let game begin see go touch never alone iisland breeze light low one ha know middle night night dream dream see thing baby baby hmm middle night dream dream know gonna know gonna take time middle night baby let game begin let game begin let game begin ready baby let game begin let game begin let game begin ready,knew wa killer first time saw wondered many girl loved left haunted he ghost phantom holdin ransom boy tryin hard try though younger ex act like man see nothing better keep forever like vendettata see go touch never alone iisland breeze light low one ha know middle night dream see thing baby middle night dream know gonna take time ready knew wa robber first time saw stealing heart running never sayin sorry thief join heist well move island jailer burton taylor every love known comparison failure forget name tame never joeboy sip alcohol official lyric meaning verified see go touch never alone iisland breeze light low one ha know one ha know middle night dream see thing baby middle night dream know gonna take time ready ready baby let game begin let game begin let game begin baby let game begin let game begin let game begin see go touch never alone iisland breeze light low one ha know middle night night dream dream see thing baby baby hmm middle night dream dream know gonna know gonna take time middle night baby let game begin let game begin let game begin ready baby let game begin let game begin let game begin ready
97,2,End Game,reputation,wanna end game wanna first string wanna ateam wanna end game end game big reputation big reputation got big reputation heard got big enemy big reputation big reputation would big conversation git git heard like bad one dope overdose stoked need toast ghost like whippin boat got reputation girl precede one call away whenever need come aside got bad boy persona like like love love cause type type hold protect life wanna touch wanna another exlove wanna see wanna miss wanna miss like girl wanna hurt wanna drinking beach know say know say tryna play wanna end game end game wanna first string first string wanna ateam ateam wanna end game end game knew wa young reconnected little bit older sprung got issue chip shoulder reputation precedes rumor kneedeep truth it easier ignore believe even wed argue wed long understand good bad end song beautiful trait way ease flaw paranoia insecurity made mistake made choice hard deny storm something wa born july passed day without fun end game one four word tip tongue never say wanna touch wanna another exlove wanna see wanna miss wanna miss like girl wanna hurt wanna drinking beach know say tryna play wanna end game end game wanna first string wanna first string wanna ateam ateam wanna end game end game big reputation big reputation got big reputation heard got big enemy hey big reputation big reputation would big conversation heard like bad one hit like bang tried forget bury hatchet keep map put reputation precedes told crazy swear love drama love let go hand print soul it like eye liquor it like body gold calling bluff usual trick here truth red lip wanna end game end game wanna first string first string wanna ateam ateam ateam wanna end game end game wanna end game wanna first string first string wanna ateam ateam wanna end game end game,wanna end game wanna first string wanna ateam wanna end game end game big reputation big reputation got big reputation heard got big enemy big reputation big reputation would big conversation git git heard like bad one dope overdose stoked need toast ghost like whippin boat got reputation girl precede one call away whenever need come aside got bad boy persona like like love love cause type type hold protect life wanna touch wanna another exlove wanna see wanna miss wanna miss like girl wanna hurt wanna drinking beach know say know say tryna play wanna end game end game wanna first string first string wanna ateam ateam wanna end game end game knew wa young reconnected little bit older sprung got issue chip shoulder reputation precedes rumor kneedeep truth it easier ignore believe even wed argue wed long understand good bad end song beautiful trait way ease flaw paranoia insecurity made mistake made choice hard deny storm something wa born july passed day without fun end game one four word tip tongue never say wanna touch wanna another exlove wanna see wanna miss wanna miss like girl wanna hurt wanna drinking beach know say tryna play wanna end game end game wanna first string wanna first string wanna ateam ateam wanna end game end game big reputation big reputation got big reputation heard got big enemy hey big reputation big reputation would big conversation heard like bad one hit like bang tried forget bury hatchet keep map put reputation precedes told crazy swear love drama love let go hand print soul it like eye liquor it like body gold calling bluff usual trick here truth red lip wanna end game end game wanna first string first string wanna ateam ateam ateam wanna end game end game wanna end game wanna first string first string wanna ateam ateam wanna end game end game
98,3,I Did Something Bad,reputation,never trust narcissist love play like violin make look ohsoeasy cause every lie tell tell three world work think feel flame skin crimson red paint lip man talk shit owe nothing regret one bit cause coming say something bad why feel good say something bad why feel good fun ever felt good good dada dada never trust playboy love fly around world let think saved never see comin next world work gotta leave get left feel flame skin say throw away good thing drop name owe nothin spends change comin say something bad why feel good say something bad why feel good fun ever felt good good felt good dada dada burning witch even one got pitchfork proof receipt reason burning witch even one light light light light light go ahead light light light light light light light light light say something bad why feel good good say something bad why feel good good fun ever fun ever felt good good good dada dada say something bad say something bad why feel good good bad why feel good why feel why feel good bad felt good good,never trust narcissist love play like violin make look ohsoeasy cause every lie tell tell three world work think feel flame skin crimson red paint lip man talk shit owe nothing regret one bit cause coming say something bad why feel good say something bad why feel good fun ever felt good good dada dada never trust playboy love fly around world let think saved never see comin next world work gotta leave get left feel flame skin say throw away good thing drop name owe nothin spends change comin say something bad why feel good say something bad why feel good fun ever felt good good felt good dada dada burning witch even one got pitchfork proof receipt reason burning witch even one light light light light light go ahead light light light light light light light light light say something bad why feel good good say something bad why feel good good fun ever fun ever felt good good good dada dada say something bad say something bad why feel good good bad why feel good why feel why feel good bad felt good good
99,4,Don’t Blame Me,reputation,blame love made crazy doin right lord save drug baby usin rest life breakin heart long time toyin older guy plaything use something happened first time darkest little paradise shakin pacin need would cross line would waste time would lose mind say shes gone far time blame love made crazy doin right lord save drug baby usin rest life blame love made crazy doin right lord save drug baby usin rest life name whatever decide gonna call mine insane baby baby echo name inside mind halo hiding obsession wa poison ivy daisy baby would fall grace touch face walk away beg knee stay blame love made crazy doin right lord save drug baby usin rest life blame love made crazy doin right lord save drug baby usin rest life get high every time every time lovin lovin trip life every time every time touchin touchin every time every time lovin lord save drug baby usin rest life usin rest life ohwhoahohoh blame love made crazy doin right doin right lord save drug baby usin rest life blame love made crazy doin right doin right lord save drug baby usin rest life usin usin get high every time every time lovin lovin lord save drug baby usin rest life,blame love made crazy doin right lord save drug baby usin rest life breakin heart long time toyin older guy plaything use something happened first time darkest little paradise shakin pacin need would cross line would waste time would lose mind say shes gone far time blame love made crazy doin right lord save drug baby usin rest life blame love made crazy doin right lord save drug baby usin rest life name whatever decide gonna call mine insane baby baby echo name inside mind halo hiding obsession wa poison ivy daisy baby would fall grace touch face walk away beg knee stay blame love made crazy doin right lord save drug baby usin rest life blame love made crazy doin right lord save drug baby usin rest life get high every time every time lovin lovin trip life every time every time touchin touchin every time every time lovin lord save drug baby usin rest life usin rest life ohwhoahohoh blame love made crazy doin right doin right lord save drug baby usin rest life blame love made crazy doin right doin right lord save drug baby usin rest life usin usin get high every time every time lovin lovin lord save drug baby usin rest life
100,5,Delicate,reputation,best reputation never worse must like make promise babe make drink dive bar east side phone light nightstand black come meet back dark jean nike look damn never seen color blue think fun thing cause like best reputation never worse must like want make promise babe make drink cool said chill head cause know it delicate delicate cool said soon yet cause know it delicate delicate third floor west side handsome mansion view girl back home touch like long night hand hair echo footstep stair stay honey wanna share cause like best reputation never worse must like want make promise babe make drink cool said chill head cause know it delicate delicate cool said soon yet cause know it delicate delicate sometimes wonder sleep ever dreaming sometimes look eye pretend mine damn time cause like cool said chill head cause know it delicate delicate want cool said soon yet cause know it delicate delicate cause like cool said chill head cause know it delicate want cool said soon yet cause know it delicate delicate,best reputation never worse must like make promise babe make drink dive bar east side phone light nightstand black come meet back dark jean nike look damn never seen color blue think fun thing cause like best reputation never worse must like want make promise babe make drink cool said chill head cause know it delicate delicate cool said soon yet cause know it delicate delicate third floor west side handsome mansion view girl back home touch like long night hand hair echo footstep stair stay honey wanna share cause like best reputation never worse must like want make promise babe make drink cool said chill head cause know it delicate delicate cool said soon yet cause know it delicate delicate sometimes wonder sleep ever dreaming sometimes look eye pretend mine damn time cause like cool said chill head cause know it delicate delicate want cool said soon yet cause know it delicate delicate cause like cool said chill head cause know it delicate want cool said soon yet cause know it delicate delicate
101,6,Look What You Made Me Do,reputation,like little game like tilted stage role made play fool like like perfect crime laugh lie said gun wa mine cool like got smarter got harder nick time honey rose dead time got list name red underlined check check twice look made look made look made look made look made look made look made look made like kingdom key belonged asked place sleep locked threw feast world move another day another drama drama think karma world move one thing sure maybe got mine get got smarter got harder nick time honey rose dead time got list name red underlined check check twice look made look made look made look made look made look made look made look made trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream look made look made look made look made look made look made look made sorry old taylor come phone right cause shes dead look made look made look made look made look made look made look made look made look made look made look made look made look made look made look made look made,like little game like tilted stage role made play fool like like perfect crime laugh lie said gun wa mine cool like got smarter got harder nick time honey rose dead time got list name red underlined check check twice look made look made look made look made look made look made look made look made like kingdom key belonged asked place sleep locked threw feast world move another day another drama drama think karma world move one thing sure maybe got mine get got smarter got harder nick time honey rose dead time got list name red underlined check check twice look made look made look made look made look made look made look made look made trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream trust nobody nobody trust actress starring bad dream look made look made look made look made look made look made look made sorry old taylor come phone right cause shes dead look made look made look made look made look made look made look made look made look made look made look made look made look made look made look made look made
102,7,So It Goes...,reputation,see dark eye magician eye u make everyone disappear cut piece gold cage hostage feeling back wall trippin triptrippin gone cause break little get alone it simple cause baby know know feel piece fall right place getting caught moment lipstick face go keep lose know bad girl bad thing go met bar eye illusionist eye u make gray day clear wear like necklace chill make jealous got heart skippin skipskippin gone cause break little get alone it simple cause baby know know feel piece fall right place getting caught moment lipstick face go keep lose know bad girl bad thing go come dressed black go scratch back go number honestly baby who counting number honestly baby who counting number honestly baby who counting who counting one two three piece fall right place piece fall getting caught moment caught caught lipstick face go keep lose baby know bad girl bad thing go come dressed black go scratch back go come dressed black go scratch back go,see dark eye magician eye u make everyone disappear cut piece gold cage hostage feeling back wall trippin triptrippin gone cause break little get alone it simple cause baby know know feel piece fall right place getting caught moment lipstick face go keep lose know bad girl bad thing go met bar eye illusionist eye u make gray day clear wear like necklace chill make jealous got heart skippin skipskippin gone cause break little get alone it simple cause baby know know feel piece fall right place getting caught moment lipstick face go keep lose know bad girl bad thing go come dressed black go scratch back go number honestly baby who counting number honestly baby who counting number honestly baby who counting who counting one two three piece fall right place piece fall getting caught moment caught caught lipstick face go keep lose baby know bad girl bad thing go come dressed black go scratch back go come dressed black go scratch back go
103,8,Gorgeous,reputation,gorgeous take a compliment got drunk made fun way talk think consequence magnetic field little strong got boyfriend he older u he club doin know cool make hate much hate much whisky ice sunset vine ruined life mine gorgeous say anything face cause look face gorgeous furious making feel way say gorgeous take a compliment talking everyone think consequence touching hand darkened room dark room dark room got girlfriend jealous single honestly worse cause gorgeous actually hurt honey hurt ocean blue eye looking mine feel like might sink drown die gorgeous say anything face face cause look face look face gorgeous furious making feel way feel way say gorgeous make happy turn back sad there nothing hate gorgeous make mad mmh make happy turn back sad there nothing hate guess stumble home cat yeugh alone unless wanna come along gorgeous say anything face face cause look face look face gorgeous furious furious making feel way feel way say say gorgeous make happy turn back sad there nothing hate gorgeous make mad mmh gorgeous make happy turn back sad turn back sad there nothing hate gorgeous make mad mmh gorgeous,gorgeous take a compliment got drunk made fun way talk think consequence magnetic field little strong got boyfriend he older u he club doin know cool make hate much hate much whisky ice sunset vine ruined life mine gorgeous say anything face cause look face gorgeous furious making feel way say gorgeous take a compliment talking everyone think consequence touching hand darkened room dark room dark room got girlfriend jealous single honestly worse cause gorgeous actually hurt honey hurt ocean blue eye looking mine feel like might sink drown die gorgeous say anything face face cause look face look face gorgeous furious making feel way feel way say gorgeous make happy turn back sad there nothing hate gorgeous make mad mmh make happy turn back sad there nothing hate guess stumble home cat yeugh alone unless wanna come along gorgeous say anything face face cause look face look face gorgeous furious furious making feel way feel way say say gorgeous make happy turn back sad there nothing hate gorgeous make mad mmh gorgeous make happy turn back sad turn back sad there nothing hate gorgeous make mad mmh gorgeous
104,9,Getaway Car,reputation,nothing good start getaway car wa best time worst crime struck match blew mind mean see tie black lie white shade gray candlelight wanted leave needed reason mark spot fell apart poisoned well wa lyin knew first old fashioned cursed never shotgun shot dark drivin getaway car flyin wed never get far pretend it mystery think place first met ridin getaway car siren beat heart known first leave think place first met getaway car never get far nothing good start getaway car wa great escape prison break light freedom face werent thinkin wa drinkin wa runnin u wa screamin go go go three u honey it sideshow circus love story sorry sorry mark spot fell apart poisoned well every man knew first old fashioned cursed hit like shotgun shot heart drivin getaway car flyin wed never get far pretend it mystery think place first met ridin getaway car siren beat heart known first leave think place first met getaway car never get far nothing good start getaway car jetset bonnie clyde switched side side it surprise turned cause u traitor never win getaway car left motel bar put money bag stole key wa last time ever saw drivin getaway car flyin wed never get far pretend pretend it mystery think place first met ridin getaway car siren beat heart known known first leave think place first met getaway car never get far nothing good start getaway car wa ridin getaway car wa cryin getaway car wa dyin getaway car said goodbye getaway car ridin getaway car wa cryin getaway car wa dyin getaway car said goodbye getaway car,nothing good start getaway car wa best time worst crime struck match blew mind mean see tie black lie white shade gray candlelight wanted leave needed reason mark spot fell apart poisoned well wa lyin knew first old fashioned cursed never shotgun shot dark drivin getaway car flyin wed never get far pretend it mystery think place first met ridin getaway car siren beat heart known first leave think place first met getaway car never get far nothing good start getaway car wa great escape prison break light freedom face werent thinkin wa drinkin wa runnin u wa screamin go go go three u honey it sideshow circus love story sorry sorry mark spot fell apart poisoned well every man knew first old fashioned cursed hit like shotgun shot heart drivin getaway car flyin wed never get far pretend it mystery think place first met ridin getaway car siren beat heart known first leave think place first met getaway car never get far nothing good start getaway car jetset bonnie clyde switched side side it surprise turned cause u traitor never win getaway car left motel bar put money bag stole key wa last time ever saw drivin getaway car flyin wed never get far pretend pretend it mystery think place first met ridin getaway car siren beat heart known known first leave think place first met getaway car never get far nothing good start getaway car wa ridin getaway car wa cryin getaway car wa dyin getaway car said goodbye getaway car ridin getaway car wa cryin getaway car wa dyin getaway car said goodbye getaway car
